FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE,popup
3878,Licensed Group,Chilliwack Learning Centre,46018 Riverside Dr,,Chilliwack,V2P 2K8,49.179859,-121.951434,604-375-9494,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-01-15,,N,Y,N,Chilliwack Learning Centre<br>Licensed Group<br>604-375-9494<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3879,Licensed Family,Little Papillon,1436 Cambridge Dr,,Coquitlam,V3J 2P7,49.257382,-122.852685,604-849-5241,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-01-15,,N,Y,N,Little Papillon<br>Licensed Family<br>604-849-5241<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3880,Licensed Family,Coco & Cub Studio,50281 Sienna Ave,,Chilliwack,V4Z 0C4,49.13783,-121.832354,778-814-6973,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-28,,N,Y,N,Coco & Cub Studio<br>Licensed Family<br>778-814-6973<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3881,Licensed Group,New Direction Academy Williams,6560 Williams Rd.,,Richmond,V7E 1K5,49.140702,-123.150647,778-862-5478,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-01-15,,N,Y,N,New Direction Academy Williams<br>Licensed Group<br>778-862-5478<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3882,Licensed Family,Creative Caterpillars Childcare,10629-144 St,,Surrey,V3T 4V8,49.195443,-122.823844,778-847-4540,,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Extra fee,Include in fee,N,N,N,N,N,N,N,Y,Y,N,Y,2026-02-03,,N,Y,N,Creative Caterpillars Childcare<br>Licensed Family<br>778-847-4540<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3883,Licensed Group,Little Wish Childcare Centre,18932 70B,,Surrey,V4N 5M6,49.131246,-122.697649,778-988-7627,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,Y,Y,N,N,2026-01-31,,N,Y,N,Little Wish Childcare Centre<br>Licensed Group<br>778-988-7627<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3884,Licensed Group,Meris Kids Inc.,1178 Laburnum Ave,,Port Coquitlam,V3B 1K3,49.267877,-122.746065,236-512-7975,,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Extra fee,Extra fee,N,N,N,N,N,Y,Y,Y,Y,N,N,2026-01-21,,N,Y,N,Meris Kids Inc.<br>Licensed Group<br>236-512-7975<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3885,Licensed Group,Creston Community Preschool,6017 Canyon-Lister Rd,,Creston,V0B 1G1,41.05925,-94.369652,250-352-0526,,,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,N,N,N,Y,Y,Y,N,Y,Y,N,2026-01-21,,N,Y,N,Creston Community Preschool<br>Licensed Group<br>250-352-0526<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3886,Licensed Group,Kootenay Kids Fairview Early Learning Centre,902 11Th St,,Nelson,V1L 7A6,49.507472,-117.265094,250-352-6678,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,N,N,N,2026-01-12,,N,Y,N,Kootenay Kids Fairview Early Learning Centre<br>Licensed Group<br>250-352-6678<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3887,Licensed Group,Hatch Kids Learning Centre - Garden City Osc,8311 Garden City Rd,,Richmond,V6Y 2P1,49.152948,-123.12536,778-870-3611,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-02-05,,N,Y,N,Hatch Kids Learning Centre - Garden City Osc<br>Licensed Group<br>778-870-3611<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3888,Licensed Family,Little Angels,2157 Woodthrush Pl,,Nanaimo,V9R 6V3,49.165132,-123.988614,604-446-3934,,,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Extra fee,Not offered,N,N,N,N,N,N,Y,Y,Y,N,N,2026-01-15,,N,Y,N,Little Angels<br>Licensed Family<br>604-446-3934<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3889,Licensed Group,Alex House Children's Centre At Surrey Sports & Leisure,16555 Fraser Hwy,,Surrey,V4N 0E9,49.151946,-122.764103,604-535-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,Alex House Children's Centre At Surrey Sports & Leisure<br>Licensed Group<br>604-535-0015<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: None<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: None<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: None<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: None<br>
3890,Licensed Family,Green Timbers Childcare,14731 90 Ave,,Surrey,V3R 1A6,49.166633,-122.814226,604-307-4572,,,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,Y,2026-02-06,,N,Y,N,Green Timbers Childcare<br>Licensed Family<br>604-307-4572<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3891,Licensed Group,Star Steps Daycare,110 - 30475 Cardinal Ave,,Abbotsford,V2T 0E4,49.061077,-122.379399,778-779-6088,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-15,,N,Y,N,Star Steps Daycare<br>Licensed Group<br>778-779-6088<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3892,Licensed Family,Crescent Kids Kamloops,1971 Snowberry Cres,,Kamloops,V1S 1Z7,50.649597,-120.397012,250-899-5782,,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Include in fee,N,N,N,Y,Y,N,Y,N,Y,N,Y,2026-02-06,,N,Y,N,Crescent Kids Kamloops<br>Licensed Family<br>250-899-5782<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3893,Licensed Group,"Sonshine Street Childcare Centre, Aldergrove",24687 56Th Ave,,Langley,V2Z 1B9,49.1675,-122.468361,604-309-7364,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-02-02,,N,Y,N,"Sonshine Street Childcare Centre, Aldergrove<br>Licensed Group<br>604-309-7364<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>"
3894,Licensed Group,Premier Montessori Metrotown,6112 Sussex Ave,,Burnaby,V5H 3C3,49.228887,-122.998361,778-898-0713,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-01-20,,N,Y,N,Premier Montessori Metrotown<br>Licensed Group<br>778-898-0713<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3895,Licensed Group,Bgc Okanagan - Hudson Rd Club,2633 Alhambra Dr,,West Kelowna,V1Z 2Z3,49.862302,-119.566414,250-762-3989,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-01-16,,N,Y,N,Bgc Okanagan - Hudson Rd Club<br>Licensed Group<br>250-762-3989<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3896,Licensed Group,Smart Red Door Early Learning Centre Inc,140 6168 London Rd,,Richmond,V7E 0C1,49.117269,-123.158135,604-839-0760,,,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Extra fee,Not offered,N,N,N,N,N,Y,Y,Y,Y,N,N,2026-02-03,,N,Y,Y,Smart Red Door Early Learning Centre Inc<br>Licensed Group<br>604-839-0760<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3897,Licensed Group,Smart Red Door Early Learning Centre Inc,140 6168 London Rd,,Richmond,V7E 0C1,49.117269,-123.158135,604-839-0760,,,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Extra fee,Not offered,N,N,N,N,N,Y,Y,Y,Y,N,N,2026-01-31,,N,Y,Y,Smart Red Door Early Learning Centre Inc<br>Licensed Group<br>604-839-0760<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3898,Licensed Group,Rainbow Dash Montessori Childcare,2943 Rosewood St,,Port Coquitlam,V3B 3L8,49.266143,-122.755201,778-681-0418,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,,N,Y,N,Rainbow Dash Montessori Childcare<br>Licensed Group<br>778-681-0418<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3899,Licensed Group,Oval Montessori Academy,310-6928 Pearson Way,,Richmond,V7C 0E2,49.174691,-123.147563,778-867-5555,,,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Extra fee,Extra fee,N,N,N,N,N,Y,Y,N,Y,N,N,2026-01-24,,N,Y,Y,Oval Montessori Academy<br>Licensed Group<br>778-867-5555<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3900,Licensed Group,Oval Montessori Academy,310-6928 Pearson Way,,Richmond,V7C 0E2,49.174691,-123.147563,778-867-5555,,,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Extra fee,Extra fee,N,N,N,N,N,Y,N,N,Y,N,N,2026-01-24,,N,Y,Y,Oval Montessori Academy<br>Licensed Group<br>778-867-5555<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3901,Licensed Group,Teddy Bear Daycare,840 Columbia Avenue,,Kitimat,V8C 1V8,54.050725,-128.657623,778-677-3754,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,N,N,N,N,Y,Y,N,N,N,N,2026-02-01,,N,Y,N,Teddy Bear Daycare<br>Licensed Group<br>778-677-3754<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3902,Licensed Group,Little Munchkins,311 Main St,,mcbride,V0J 2E0,53.302007,-120.166954,250-306-7186,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-01-16,,N,Y,N,Little Munchkins<br>Licensed Group<br>250-306-7186<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3903,Licensed Group,Giraffe Childcare Center,3925 Oxford St,,Burnaby,V5C 1C4,49.285882,-123.017887,778-512-3678,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,Y,Y,N,N,Y,Y,N,N,N,N,2026-02-06,,N,Y,N,Giraffe Childcare Center<br>Licensed Group<br>778-512-3678<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3904,Licensed Group,Landmark ymca Child Care,B1-1708 Dolphin Ave,,Kelowna,V1Y 9S4,49.879652,-119.459614,250-215-0078,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,,N,Y,N,Landmark ymca Child Care<br>Licensed Group<br>250-215-0078<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3905,Licensed Group,Rocky Mountain Child Care,2095 15 Ave,,Invermere,V0A 1K4,50.495442,-116.040511,250-341-1382,,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,Y,Y,N,Y,N,Y,2025-12-30,,N,Y,N,Rocky Mountain Child Care<br>Licensed Group<br>250-341-1382<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3906,Licensed Group,Kings And Queens Child Care Center Inc.,2940 272Nd St,,Langley,V4W 3R4,49.103569,-122.656563,778-394-1291,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-16,,N,Y,N,Kings And Queens Child Care Center Inc.<br>Licensed Group<br>778-394-1291<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3907,Licensed Group,Gold Key Childcare Center,6141 Elgin Ave,,Burnaby,V5H 3S3,49.228293,-122.982886,778-388-6169,,,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Not offered,Not offered,N,N,N,N,N,Y,N,N,Y,N,N,2026-01-18,,N,Y,N,Gold Key Childcare Center<br>Licensed Group<br>778-388-6169<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3908,Licensed Family,Open Door Academy,4633 Gordon Dr,,Kelowna,V1W 1T5,49.814697,-119.482596,236-970-9605,,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,Y,Y,Y,Y,N,Y,2026-01-23,,N,Y,N,Open Door Academy<br>Licensed Family<br>236-970-9605<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3909,Licensed Group,Sprouts In The Garden Childcare Ltd.,2295 Weiler Avenue,,Sidney,V8L 1R9,48.640695,-123.40445,250-667-0363,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,N,N,N,2026-01-19,,N,Y,N,Sprouts In The Garden Childcare Ltd.<br>Licensed Group<br>250-667-0363<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3910,Licensed Family,Bright Roots Childcare Centre,1288 E 64Th Ave,,Vancouver,V5X 2N9,49.211708,-123.080382,647-642-1963,,,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,Y,N,N,2026-01-17,,N,Y,N,Bright Roots Childcare Centre<br>Licensed Family<br>647-642-1963<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3911,Licensed Group,Sprouts House - Early Learning Center Ltd.,1580 Cook St,,Victoria,V8T 3N8,48.428026,-123.353503,778-700-1605,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,Y,N,N,N,2026-02-01,,N,Y,N,Sprouts House - Early Learning Center Ltd.<br>Licensed Group<br>778-700-1605<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3912,Licensed Family,Tiny Tots Home Daycare Ltd.,8615 112 Ave,,Fort St. John,V1J 0H9,56.257254,-120.822634,778-552-0140,,,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,Y,Y,Y,N,N,2026-02-03,,N,Y,N,Tiny Tots Home Daycare Ltd.<br>Licensed Family<br>778-552-0140<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3913,Licensed Group,Hilltop Montessori Childcare,257 Montgomery St,,Coquitlam,V3K 5E9,49.23825,-122.839247,778-998-8976,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-19,,N,Y,N,Hilltop Montessori Childcare<br>Licensed Group<br>778-998-8976<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
3914,Licensed Group,Cecelia Childcare Centre,496 Cecelia Road 101,,Victoria,V8T 0E9,48.444114,-123.375967,250-388-5251,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2026-01-22,,N,Y,N,Cecelia Childcare Centre<br>Licensed Group<br>250-388-5251<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
3915,Licensed Group,Hula Bears Child Care,4556 Clinton Street,,Burnaby,V5J 2K5,49.212725,-123.000929,778-239-8818,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2026-01-15,,N,Y,N,Hula Bears Child Care<br>Licensed Group<br>778-239-8818<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
